2019-10-15 11:08:41,722:INFO:	log_frequency: 1000
2019-10-15 11:08:41,723:INFO:	n_epochs: 1
2019-10-15 11:08:41,723:INFO:	learning_rate: 0.001
2019-10-15 11:08:41,723:INFO:	train_path: data/en-ud-train.conllu
2019-10-15 11:08:41,723:INFO:	dev_path: data/en-ud-dev.conllu
2019-10-15 11:08:41,724:INFO:	test_path: data/en-ud-test.conllu
2019-10-15 11:08:41,724:INFO:	n_words: 9874
2019-10-15 11:08:41,724:INFO:	n_tags: 51
2019-10-15 11:08:41,724:INFO:	use_char_lstm: False
2019-10-15 11:08:41,724:INFO:	


2019-10-15 11:08:52,024:INFO:	Epoch 0 Iter 1000 Loss: 2.394668 Accuracy: 0.5913
2019-10-15 11:09:00,749:INFO:	Epoch 0 Iter 2000 Loss: 1.266681 Accuracy: 0.7072
2019-10-15 11:09:09,617:INFO:	Epoch 0 Iter 3000 Loss: 0.896947 Accuracy: 0.7729
2019-10-15 11:09:17,198:INFO:	Epoch 0 Iter 4000 Loss: 0.731630 Accuracy: 0.8043
2019-10-15 11:09:24,068:INFO:	Epoch 0 Iter 5000 Loss: 0.647816 Accuracy: 0.8200
2019-10-15 11:09:31,635:INFO:	Epoch 0 Iter 6000 Loss: 0.560582 Accuracy: 0.8260
2019-10-15 11:09:41,471:INFO:	Epoch 0 Iter 7000 Loss: 0.516772 Accuracy: 0.8370
2019-10-15 11:09:49,226:INFO:	Epoch 0 Iter 8000 Loss: 0.513006 Accuracy: 0.8517
2019-10-15 11:09:58,638:INFO:	Epoch 0 Iter 9000 Loss: 0.446110 Accuracy: 0.8590
2019-10-15 11:10:07,350:INFO:	Epoch 0 Iter 10000 Loss: 0.441386 Accuracy: 0.8670
2019-10-15 11:10:17,923:INFO:	Epoch 0 Iter 11000 Loss: 0.385766 Accuracy: 0.8658
2019-10-15 11:10:28,096:INFO:	Epoch 0 Iter 12000 Loss: 0.408972 Accuracy: 0.8688
2019-10-15 11:10:34,797:INFO:	Test accuracy: 0.8724548750846715
